name|surname|role_type|linkedin_url|twitter_handle|biography|location|birth_year|education|previous_experience|specialization|reputation_score
Iris|Calugi|Social Media Marketing Manager|https://www.linkedin.com/in/iris-calugi-62110325b/|||||||Social Media Marketing Manager|
Salvatore|Zola|Co-Founder & CPO|https://www.linkedin.com/in/salvatore-zola/|||||||Co-Founder & CPO|
Giovanni|Camisasca|Co-Founder & CEO|https://www.linkedin.com/in/gcamisasca/|||||||Co-Founder & CEO|
Matteo|Costantini|Co-Founder & CIO|https://www.linkedin.com/in/matteo-costantini-82b204135/|||||||Co-Founder & CIO|
Edoardo|Gava|Co-Founder|https://www.linkedin.com/in/edoardogava/|||||||Co-Founder|
Edoardo|Arbizzi|Co-Founder|https://www.linkedin.com/in/edoardoarbizzi/|||||||Co-Founder|
Gabriele|Lantini|CEO|https://www.linkedin.com/in/gabriele-lantini/|||||||CEO|
Matteo|Ducci|Co-Founder|https://www.linkedin.com/in/matteoducci/|||||||Co-Founder|
Marco|Porcaro|Founder|https://www.linkedin.com/in/marcoporcaro/|||||||Founder|
Maximiliano|Volpi|CFO|https://www.linkedin.com/in/maximiliano-volpi-127b131/|||||||CFO|
Andrea|Colombo|CEO|https://www.linkedin.com/in/acolombo1/|||||||CEO|
Matteo|Roversi|Co-Founder|https://www.linkedin.com/in/matteoroversi/|||||||Co-Founder|
Francesco|Marino|Co-Founder & CEO|https://www.linkedin.com/in/francescomarino3a358676/|||||||Co-Founder & CEO|
Alessandro|La Rosa|Founder & CEO|https://www.linkedin.com/in/larosanet/|||||||Founder & CEO|
Lorenzo|Tiberi|Co-Founder|https://www.linkedin.com/in/tiberilor/|||||||Co-Founder|
Alex|Roggero|Co-Founder & CMO|https://www.linkedin.com/in/alexroggero/|||||||Co-Founder & CMO|
Marco|Rosmarini|Co-Founder & CEO|https://www.linkedin.com/in/marco-rosmarini/|||||||Co-Founder & CEO|
Marco|Maddiona|Co-Founder & CTO|https://www.linkedin.com/in/marco-maddiona-11001497/|||||||Co-Founder & CTO|
Domenico|Campeglia|CEO|https://www.linkedin.com/in/domenicocampeglia/|||||||CEO|
Alessandro|Risaro|Co-Founder|https://www.linkedin.com/in/alessandrorisaro/|||||||Co-Founder|
Pierpaolo|D'Odorico|Co-Founder|https://www.linkedin.com/in/pierpaolododorico/|||||||Co-Founder|
Lorenzo|Ferretti|Founder|https://www.linkedin.com/in/ferrettil/|||||||Founder|
Giuseppe|Calì|Founder|https://www.linkedin.com/in/giuseppe-cal%C3%AC-delfi/|||||||Founder|
Mirko|Puliafito|CEO|https://www.linkedin.com/in/mirkopuliafito/|||||||CEO|
Giovanni|Menozzi|CEO|https://www.linkedin.com/in/giovanni-menozzi-2597214a/|||||||CEO|
Virginia|Padovani|Co-Founder|https://www.linkedin.com/in/vpadovani/|||||||Co-Founder|
Gaia|Roncalli|Founder & COO|https://www.linkedin.com/in/gaia-roncalli/|||||||Founder & COO|
Imane|Marouf|Founder|https://www.linkedin.com/in/imane-marouf/|||||||Founder|
Benedetta|Margrethe Cattani|Founder & CEO / CTO|https://www.linkedin.com/in/benedettam-cattani/|||||||Founder & CEO / CTO|
Eduardo|Galletti|Co-Founder|https://www.linkedin.com/in/eduardo-galletti-98962a179/|||||||Co-Founder|
Andrea|Trotta|Co-Founder|https://www.linkedin.com/in/andreatro/|||||||Co-Founder|
Luca|Gilardoni|President|https://www.linkedin.com/in/lucagilardoni/|||||||President|
Irene|Pugliatti|CEO|https://www.linkedin.com/in/irene-pugliatti/|||||||CEO|
Saverio|Veltri|CTO|https://www.linkedin.com/in/saveveltri/|||||||CTO|
Stefano|Casagrande|Co-Founder & CEO|https://www.linkedin.com/in/s-casagrande/|||||||Co-Founder & CEO|
Andrea|Orani|Co-Founder & CEO|https://www.linkedin.com/in/andreaorani/|||||||Co-Founder & CEO|
Lorenza|Silvestri|Co-Founder & CMO|https://www.linkedin.com/in/lorenza-silvestri-849622176/|||||||Co-Founder & CMO|
Annamaria|Barbaro|Co-Founder & CEO|https://www.linkedin.com/in/annamaria-barbaro-03679b106/|||||||Co-Founder & CEO|
Emidio|Granito|Co-Founder|https://www.linkedin.com/in/e-granito/|||||||Co-Founder|
Roberto|Carnicelli|Co-Founder & CEO|https://www.linkedin.com/in/roberto-carnicelli/|||||||Co-Founder & CEO|
Giovanni|Luddeni|Co-Founder & CTO|https://www.linkedin.com/in/giovanni-luddeni/|||||||Co-Founder & CTO|
Chiara|Mugnai|Co-Founder|https://www.linkedin.com/in/chiara-cs-mugnai/|||||||Co-Founder|
Alessio|Polo|CSO|https://www.linkedin.com/in/alessio-polo/|||||||CSO|
Matteo|Fabbrini|CEO|https://www.linkedin.com/in/matteofabbrini/|||||||CEO|
Francesco|Poloniato|Creative Director|https://www.linkedin.com/in/francesco-poloniato-57079566/|||||||Creative Director|
Chiara|Gava|CPO|https://www.linkedin.com/in/chiaragava/|||||||CPO|
Zahir|Fetovski|CTO|https://www.linkedin.com/in/zahirfetovski/|||||||CTO|
Giacomo|Gallazzi|Co-Founder|https://www.linkedin.com/in/giacomo-gallazzi-2572bb1b6/|||||||Co-Founder|
Matteo|Longoni|Co-Founder & CMO|https://www.linkedin.com/in/matteo-longoni-0574b1237/|||||||Co-Founder & CMO|
Alessandro|Caccia|Co-Founder & COO|https://www.linkedin.com/in/alessandro-caccia-7097731a7/|||||||Co-Founder & COO|
Lorenzo|Perotta|Co-Founder & CEO|https://www.linkedin.com/in/lorenzo-perotta/|||||||Co-Founder & CEO|
Enrico|Mattiazzi|CEO|https://www.linkedin.com/in/mattiazzi/|||||||CEO|
Simone|Gabbana|Co-Founder|https://www.linkedin.com/in/simone-gabbana/|||||||Co-Founder|
Francesca|Bosio|Co-Founder|https://www.linkedin.com/in/francesca-bosio/|||||||Co-Founder|
Vittorio|Sileo|Co-Founder & CEO|https://www.linkedin.com/in/vittoriosileo/|||||||Co-Founder & CEO|
Allegra|Violante|Co-Founder & CEO|https://www.linkedin.com/in/allegraviolante/|||||||Co-Founder & CEO|
Francesca|Accordi|Co-Founder & COO|https://www.linkedin.com/in/francesca-accordi-088310208/|||||||Co-Founder & COO|
Matteo|Mariani|CEO|https://www.linkedin.com/in/matteomariani123/|||||||CEO|
Fabio|Cermelli|Co-Founder & CTO|https://www.linkedin.com/in/fabiocermelli/|||||||Co-Founder & CTO|
Antonio|Tavera|Co-Founder & CEO|https://www.linkedin.com/in/taveraantonio/|||||||Co-Founder & CEO|
Massimo|Sabatini|Co-Founder & CEO|https://www.linkedin.com/in/massimo-sabatini/|||||||Co-Founder & CEO|
Giuseppe|D'Alessandro|Co-Founder & CMO|https://www.linkedin.com/in/giuseppe-d-alessandro/|||||||Co-Founder & CMO|
Michele|Mezzanzanica|co-founder / co-CEO|https://www.linkedin.com/in/michelemezzanzanica/|||||||co-founder / co-CEO|
Manuel|Siclari|co-founder / co-CEO|https://www.linkedin.com/in/manuel-siclari/|||||||co-founder / co-CEO|
Lapo|Nidiaci|Co-Founder & CEO|https://www.linkedin.com/in/lapo-nidiaci-b828aa171/|||||||Co-Founder & CEO|
Leonardo|Capotosto|Co-Founder & CMO|https://www.linkedin.com/in/leonardo-capotosto-470a7a151/|||||||Co-Founder & CMO|
Remko|Wiesman|Co-CEO|https://www.linkedin.com/in/remkowiesman/|||||||Co-CEO|
Lorenzo|Pinto|Founder & CTO|https://www.linkedin.com/in/lorenzopinto/|||||||Founder & CTO|
Francesco|Salvatore|Founder & CPO|https://www.linkedin.com/in/francesco-salvatore-518b14203/|||||||Founder & CPO|
Andrea|Chirolli|Founder & Co-Ceo|https://www.linkedin.com/in/andrea-chirolli/|||||||Founder & Co-Ceo|
Andrea|Cappelletti|CEO & Founder|https://www.linkedin.com/in/ilcappelletti/|||||||CEO & Founder|
Angelo|Lippolis|CTO|https://www.linkedin.com/in/angelo-lippolis/|||||||CTO|
Simone|Solidoro|CMO|https://www.linkedin.com/in/simone-solidoro-915a61159/|||||||CMO|
Egidio|De Salve|CAIO|https://www.linkedin.com/in/edesalve/|||||||CAIO|
Nicolo|Santin|CEO & Co-founder Gamindo|https://www.linkedin.com/in/nicolosantin/|||||||CEO & Co-founder Gamindo|
Mattia|Chiaruttini|Co-Founder|https://www.linkedin.com/in/mattiachiaruttini/|||||||Co-Founder|
Davide|Catrambone|Co-Founder|https://www.linkedin.com/in/davide-catrambone/|||||||Co-Founder|
Riccardo|Grassi|Co-Founder|https://www.linkedin.com/in/riccardo-grassi-79714a200/|||||||Co-Founder|
Pierluigi|Bianchi|Co-Founder|https://www.linkedin.com/in/pierluigi-bianchi-911264123/|||||||Co-Founder|
Samir|Khadem|Co-Founder|https://www.linkedin.com/in/samirkhadem/|||||||Co-Founder|
Simonluca|Piazza|CEO|https://www.linkedin.com/in/simonluca-piazza/|||||||CEO|
Matteo|Cera|CEO|https://www.linkedin.com/in/matteocera/|||||||CEO|
Niccolo|Valerio|Co-Founder|https://www.linkedin.com/in/niccolovalerio/|||||||Co-Founder|
Giovanni|Del Gallo|Co-Founder|https://www.linkedin.com/in/giovannidelgallo/|||||||Co-Founder|
Filippo|Ronconi|Co-Founder|https://www.linkedin.com/in/filippo-ronconi-2b483a162/|||||||Co-Founder|
Marco|Morri|Co-Founder|https://www.linkedin.com/in/marco-morri/|||||||Co-Founder|
Rongou|Zhou|Co-Founder & CIO|https://www.linkedin.com/in/rongou-zhou/|||||||Co-Founder & CIO|
Emidio|Pesce|Co-Founder & CEO|https://www.linkedin.com/in/emidio-pesce/|||||||Co-Founder & CEO|
Greta|Beccarello|CMO & Co-Founder|https://www.linkedin.com/in/greta-beccarello/|||||||CMO & Co-Founder|
Benedetta|Tornesi|CEO & Co-Founder|https://www.linkedin.com/in/benedetta-tornesi/|||||||CEO & Co-Founder|
Guglielmo| Tornesi|CTO & Co-Founder|https://www.linkedin.com/in/guglielmotornesi/|||||||CTO & Co-Founder|
Miriam|Sanguineti|Head of Design & Co-Founder|https://www.linkedin.com/in/miriamsanguineti/|||||||Head of Design & Co-Founder|
Francesco| Berardinucci|Co-fondatore|https://www.linkedin.com/in/francesco-berardinucci-585a97119|||||||Co-fondatore|
Flaminia|Gaia Di Lorenzo|Co-Founder|https://www.linkedin.com/in/flaminia-gaia-di-lorenzo-b59933180/|||||||Co-Founder|
Antonio|Buongiorno|Co-Founder|https://www.linkedin.com/in/antonio-buongiorno-419b8a133/|||||||Co-Founder|
Franz|Uhl|Co-Founder|https://www.linkedin.com/in/franzuhl/|||||||Co-Founder|
Lorenzo|Mannari|Co-Founder|https://www.linkedin.com/in/lorenzo-mannari-556679104/|||||||Co-Founder|
Emanuele|Sanfelici|Co-Founder|https://www.linkedin.com/in/emanuelesanfelici/|||||||Co-Founder|
Riccardo|Lapi|Co-Founder|https://www.linkedin.com/in/riccardo-lapi-6183a724a/|||||||Co-Founder|
Gea|Venneri|Co-Founder|https://www.linkedin.com/in/gea-venneri/|||||||Co-Founder|
Alice|Cancellario|Co-Founder|https://www.linkedin.com/in/alice-cancellario-b88105a6/|||||||Co-Founder|
Giada|Cancellario|Co-Founder & CEO|https://www.linkedin.com/in/giada-cancellario-3b323a89/|||||||Co-Founder & CEO|
Raffaele|Messina|Co-Founder|https://www.linkedin.com/in/raffaele-messina-19544359/|||||||Co-Founder|
Marco|Santorelli|Co-Founder|https://www.linkedin.com/in/marco-santorelli-970510333/|||||||Co-Founder|
Stefano|Quinzii|Co-Founder|https://www.linkedin.com/in/stefanoquinzii001/|||||||Co-Founder|
Luca|Visconti|CEO|https://www.linkedin.com/in/lucav21/|||||||CEO|
Nicola|Mei|Co-Founder|https://www.linkedin.com/in/nicola-mei/|||||||Co-Founder|
Simone|Martinelli|Managing Director|https://www.linkedin.com/in/simone-martinelli-%F0%9F%97%A3%EF%B8%8F-400982a7/|||||||Managing Director|
Giacomo|Barone|CEO & Co-Founder|https://www.linkedin.com/in/giacomobarone/|||||||CEO & Co-Founder|
Vincenzo|Marino|CCO & Co-Founder|https://www.linkedin.com/in/marinovinz/|||||||CCO & Co-Founder|
Enrico|La Sala|CTO & Co-Founder|https://www.linkedin.com/in/enricolasala/|||||||CTO & Co-Founder|
Gianluca|Boleto|Co-Founder|https://www.linkedin.com/in/gianluca-boleto/|||||||Co-Founder|
Lorenzo|Maffia|Co-Founder & CTO|https://www.linkedin.com/in/lorenzomaffia/|||||||Co-Founder & CTO|
Gianluca|Sommariva|Co-Founder & CEO|https://www.linkedin.com/in/gianlucasommariva/|||||||Co-Founder & CEO|
Matteo|Sandrini|Founder|https://www.linkedin.com/in/matteo-sandrini-a256a911b/|||||||Founder|
Francesco|Falamischia|Co-Founder & CEO|https://www.linkedin.com/in/francesco-falamischia/|||||||Co-Founder & CEO|
Gabriel|Adams|Co-Founder|https://www.linkedin.com/in/gabriel-adams-gbta/|||||||Co-Founder|
Lorenzo|Ghettini|Co-Founder|https://www.linkedin.com/in/lorenzo-ghettini/|||||||Co-Founder|
Giuliano|Golfieri|Co-Founder & COO|https://www.linkedin.com/in/giuliano-golfieri/|||||||Co-Founder & COO|
Lorenzo|Rizzello|Co-Founder & CEO|https://www.linkedin.com/in/lorenzo-rizzello/|||||||Co-Founder & CEO|
Marco|Ramilli|Founder|https://www.linkedin.com/in/marcoramilli/|||||||Founder|
Simone|Alberto|Co-Founder & CTO|https://www.linkedin.com/in/simone-alberto/|||||||Co-Founder & CTO|
Sebastiano|Andreis|Co-Founder & CEO|https://www.linkedin.com/in/sebastiano-andreis-%F0%9F%9A%80-214688189/|||||||Co-Founder & CEO|
Duccio|Pasquinelli|Co-Founder & Head of Growth|https://www.linkedin.com/in/ducciopasquinelli/|||||||Co-Founder & Head of Growth|
Nicola|Travella|Co-Founder & CEO|https://www.linkedin.com/in/nicola-travella/|||||||Co-Founder & CEO|
Marco|Falcone|Co-Founder & CTO|https://www.linkedin.com/in/marcoflcn/|||||||Co-Founder & CTO|
Andrea|Tangredi|Co-Founder & Chief Product Officer|https://www.linkedin.com/in/andrea-tangredi-406513184/|||||||Co-Founder & Chief Product Officer|
Enrico|Bertino|Co-Founder & Chief Ai Officer|https://www.linkedin.com/in/enricobertino/|||||||Co-Founder & Chief Ai Officer|
Gianluca|Maruzzella|Co-Founder & CEO|https://www.linkedin.com/in/maruzzellagianluca/|||||||Co-Founder & CEO|
Denis|Peroni|Chief Product Development Officer|https://www.linkedin.com/in/denis-peroni-536948162/|||||||Chief Product Development Officer|
Matteo|Papaluca|Founder|https://www.linkedin.com/in/matteopapaluca/|||||||Founder|
Sebastiano|Sicignano|CEO|https://www.linkedin.com/in/sebastiano-sicignano-a5b29b80/|||||||CEO|
Andrea|Guzzo|CTO & Founder|https://www.linkedin.com/in/andreaguzzo/|||||||CTO & Founder|
Stefano|Moret|Co-Founder|https://www.linkedin.com/in/stefanomoret/|||||||Co-Founder|
Filippo|Lazzarin|Co-Founder|https://www.linkedin.com/in/filippolazzarin/|||||||Co-Founder|
Elia|Turatti|Co-Founder|https://www.linkedin.com/in/elia-turatti/|||||||Co-Founder|
Marco|Ogliengo|Founder|https://www.linkedin.com/in/mogliengo/|||||||Founder|
Francesco|Scalambrino|Founder|https://www.linkedin.com/in/francescoscalambrino/|||||||Founder|
Martina|Mattone|Co-Founder & CPO|https://www.linkedin.com/in/martina-mattone/|||||||Co-Founder & CPO|
Gabriele|Giugliano|Co-Founder & CEO|https://www.linkedin.com/in/gabriele-giugliano-7466a867/|||||||Co-Founder & CEO|
Nicolo|Bardi|Co-Founder & CMO|https://www.linkedin.com/in/nicol%C3%B2-bardi/|||||||Co-Founder & CMO|
Danilo|Mecozzi|CEO|https://www.linkedin.com/in/danilomecozzi/|||||||CEO|
Nicola|Carnevali|Co-Founder & COO|https://www.linkedin.com/in/nicola-carnevali-44b02512b/|||||||Co-Founder & COO|
Nicola|Faitelli|Co-Founder & CEO|https://www.linkedin.com/in/nicola-faitelli-bb3554235/|||||||Co-Founder & CEO|
Alberta|Trombetta|CEO|https://www.linkedin.com/in/alberta-trombetta/|||||||CEO|
Marco|Alba|Co-Founder & CFO|https://www.linkedin.com/in/marco-alba-kampaay/|||||||Co-Founder & CFO|
Enrico|Berto|Co-Founder & CPO|https://www.linkedin.com/in/enrico-berto-kampaay/|||||||Co-Founder & CPO|
Daniele|Arduini|Co-Founder & CEO|https://www.linkedin.com/in/daniele-arduini-6b399384/|||||||Co-Founder & CEO|
Giovanni|Davalli|Co-Founder|https://www.linkedin.com/in/giovanni-davalli-6b792b182/|||||||Co-Founder|
Gabriele|Feudo|Co-Founder & CEO|https://www.linkedin.com/in/gabrielefeudo/|||||||Co-Founder & CEO|
Federico|Pedron|Co-Founder & CEO|https://www.linkedin.com/in/federicopedron/|||||||Co-Founder & CEO|
Luca|Tamborino Frisari|Co-Founder & COO|https://www.linkedin.com/in/luca-tamborino-frisari/|||||||Co-Founder & COO|
Luigi|Adornetto|Co-Founder & CTO|https://www.linkedin.com/in/luigi-adornetto/|||||||Co-Founder & CTO|
Federico|Quarato|CEO|https://www.linkedin.com/in/federicoquarato/|||||||CEO|
Giovanni|Feltrin|Co-Founder|https://www.linkedin.com/in/feltrin-giovanni/|||||||Co-Founder|
Alessandro|Paladin|Co-Founder|https://www.linkedin.com/in/alepala/|||||||Co-Founder|
Luca|Mastella|Founder & CEO|https://www.linkedin.com/in/lucamastella/|||||||Founder & CEO|
Dario|Del Gaizo|Co-Founder|https://www.linkedin.com/in/dariodelgaizo/|||||||Co-Founder|
Tommaso|Lucarelli|Co-Founder|https://www.linkedin.com/in/tommaso-lucarelli-/|||||||Co-Founder|
Emanuele|Baldelli|Co-Founder|https://www.linkedin.com/in/emabaldelli/|||||||Co-Founder|
Filippo|Caliò|Co-Founder|https://www.linkedin.com/in/filippo-calio/|||||||Co-Founder|
CDP|Venture Capital||https://www.linkedin.com/company/cdp-venture-capital-sgr/||||||||
Martina|Domenicali|Co-Founder & CSO|https://www.linkedin.com/in/martinadomenicali/|||||||Co-Founder & CSO|
Andrea|Lonza|Co-Founder & CTO|https://www.linkedin.com/in/andrea-lonza/|||||||Co-Founder & CTO|
Paolo|Fois|Co-Founder & CEO|https://www.linkedin.com/in/paolo-fois-lexroom/|||||||Co-Founder & CEO|
Riccardo|Tripodi|Co-Founder & CEO|https://www.linkedin.com/in/riccardo-tripodi/|||||||Co-Founder & CEO|
Francesco|Meli|Co-Founder & COO|https://www.linkedin.com/in/francesco-meli-96a294105/|||||||Co-Founder & COO|
Cristian|Bocciarelli|Co-Founder & CTO|https://www.linkedin.com/in/cristian-bocciarelli-1718361b5/|||||||Co-Founder & CTO|
Alessia|Poggi|Co-Founder & CLO|https://www.linkedin.com/in/alessia-poggi-931662b5/|||||||Co-Founder & CLO|
Luca|Erculiani|R&D Chief|https://www.linkedin.com/in/luca-erculiani-770818b8/|||||||R&D Chief|
Alessia|Lucentini|Co-Founder & CEO|https://www.linkedin.com/in/alessia-lucentini-152023222/|||||||Co-Founder & CEO|
Alina|Docan|Co-Founder|https://www.linkedin.com/in/alina-docan-0629691b6/|||||||Co-Founder|
Matteo|Berti|Co-Founder|https://www.linkedin.com/in/matteoberti97/|||||||Co-Founder|
Valerio|Lomanno|Co-Founder|https://www.linkedin.com/in/valerio-lomanno/|||||||Co-Founder|
Gianmarco|Padovano|Founder|https://www.linkedin.com/in/pdv-gmr/|||||||Founder|
Nicola|Simoncelli|Founder|https://www.linkedin.com/in/nicola-simoncelli-9570a427/|||||||Founder|
Nicola|Alessi|Co-Founder|https://www.linkedin.com/in/nicolalessi/|||||||Co-Founder|
Lorenzo|Pediconi|Co-Founder|https://www.linkedin.com/in/pediconilorenzo/|||||||Co-Founder|
Matteo|Melina|CEO & Founder|https://www.linkedin.com/in/matteomelina/|||||||CEO & Founder|
Daniele|Calvo Pollino|Founder|https://www.linkedin.com/in/daniele-calvo-pollino-1a97238b/|||||||Founder|
Antonio|Cambise|Co-Founder & CPO|https://www.linkedin.com/in/antonio-cambise-954a75154/|||||||Co-Founder & CPO|
Luca|Rillosi|Co-Founder|https://www.linkedin.com/in/lucarillosi/|||||||Co-Founder|
Emanuele|Rota|Co-Founder|https://www.linkedin.com/in/emanuelerota8/|||||||Co-Founder|
Michele|Pavone|CCO & Co-founder|https://www.linkedin.com/in/michelepavone/|||||||CCO & Co-founder|
Marta|Della Valle|CEO & Co-founder|https://www.linkedin.com/in/marta-della-valle/|||||||CEO & Co-founder|
Leopoldo|Angelini|Co-Founder & CEO|https://www.linkedin.com/in/leopoldo-angelini/|||||||Co-Founder & CEO|
Leonardo|Biagi|Co-Founder & CTO|https://www.linkedin.com/in/leonardobiagi/|||||||Co-Founder & CTO|
Giacomo|Salvanelli|CEO|https://www.linkedin.com/in/giacomosalvanelli/|||||||CEO|
Samuel|Piatanesi|CTO|https://www.linkedin.com/in/samuel-piatanesi/|||||||CTO|
Noemi|Pirazzoli|CEO|https://www.linkedin.com/in/noemipirazzoli/|||||||CEO|
Gionatan|Cernusco|CTO & Co-Founder|https://www.linkedin.com/in/gionatan-cernusco/|||||||CTO & Co-Founder|
Veronica|Nigro|CEO & Co-Founder|https://www.linkedin.com/in/veronica-nigro/|||||||CEO & Co-Founder|
Francesco|Finazzi|CEO|https://www.linkedin.com/in/francesco-finazzi-90a7251ab/|||||||CEO|
Daniele|Brambilla|Co-Founder & COO|https://www.linkedin.com/in/daniele-brambilla-8a501279/|||||||Co-Founder & COO|
Rodolfo|Paolo Graziani|Co-Founder|https://www.linkedin.com/in/rodolfo-paolo-graziani/|||||||Co-Founder|
Riccardo|Suardi|Founder & CEO|https://www.linkedin.com/in/riccardosuardi/|||||||Founder & CEO|
Nicholas|Croci|Co-Founder|https://www.linkedin.com/in/nicholas-croci/|||||||Co-Founder|
Luca|De Ciechi|Co-Founder|https://www.linkedin.com/in/luca-de-ciechi/|||||||Co-Founder|
Federico|Visintini|Co-Founder & CTO|https://www.linkedin.com/in/federicovisintini/|||||||Co-Founder & CTO|
Francesco|Tansella|Co-Founder & CEO|https://www.linkedin.com/in/francesco-tansella/|||||||Co-Founder & CEO|
Paolo|Ceffa|Co-Founder|https://www.linkedin.com/in/paolo-ceffa-15b524235/|||||||Co-Founder|
Maurizio|Piredda|Co-Founder & CFO|https://www.linkedin.com/in/mpiredda/|||||||Co-Founder & CFO|
Giuseppe|Vaccaro|Co-Founder|https://www.linkedin.com/in/giuseppevaccaro91/|||||||Co-Founder|
Gabriele|Gangemi|Co-Founder & CEO|https://www.linkedin.com/in/gabriele-gangemi-031a74198/|||||||Co-Founder & CEO|
Luigi|Pederzani|Co-Founder|https://www.linkedin.com/in/luigipederzani/|||||||Co-Founder|
Giacomo|Gentili|Co-Founder & CPO|https://www.linkedin.com/in/giacomo-gentili/|||||||Co-Founder & CPO|
Francesco|Trovato|Co-Founder & CEO|https://www.linkedin.com/in/francesco-trovato-ft/|||||||Co-Founder & CEO|
Giacomo|Pratesi|Co-Founder & CTO|https://www.linkedin.com/in/giacomo-pratesi/|||||||Co-Founder & CTO|
Mario|Moschetta|Co-Founder & CMO|https://www.linkedin.com/in/mario-moschetta/|||||||Co-Founder & CMO|
Pierluigi|Amati|Co-Founder & CTO|https://www.linkedin.com/in/pierluigi-amati-5795a1141/|||||||Co-Founder & CTO|
Luigi|Di Marcantonio|Co-Founder & COO|https://www.linkedin.com/in/luigi-di-marcantonio-4a526a101/|||||||Co-Founder & COO|
William|Lattanzi|Co-Founder & CEO|https://www.linkedin.com/in/william-lattanzi/|||||||Co-Founder & CEO|
Ferdinando|Volpe|Co-Founder & COO|https://www.linkedin.com/in/ferdivolpe/|||||||Co-Founder & COO|
William|Selmo|Co-Founder & CEO|https://www.linkedin.com/in/william-selmo-47407410b/|||||||Co-Founder & CEO|
Tobia|Piovesan|Founder|https://www.linkedin.com/in/tobiapiovesan/|||||||Founder|
Giorgio|Mortini|Co-Founder|https://www.linkedin.com/in/giorgio-mortini-7b5172a6/|||||||Co-Founder|
Francesco|Pinna|CTO & Co-Founder|https://www.linkedin.com/in/francesco-pinna-767766188/|||||||CTO & Co-Founder|
Dario|Ferretti|CEO & Co-Founder|https://www.linkedin.com/in/dario-ferretti-6972a627/|||||||CEO & Co-Founder|
Riccardo|Momigliano|Co-Founder|https://www.linkedin.com/in/riccardo-momigliano-78849869/|||||||Co-Founder|
Kentaro|Sohara|Co-Founder|https://www.linkedin.com/in/kentaro-sohara/|||||||Co-Founder|
Loris|Cipollini|Co-Founder & COO|https://www.linkedin.com/in/loris-cipollini-1944b1171/|||||||Co-Founder & COO|
Cosimo|Luigi Mattei|CEO|https://www.linkedin.com/in/cosimo-luigi-mattei-3750b94a/|||||||CEO|
Luca|Lixi|Co-Founder & CEO|https://www.linkedin.com/in/lixiluca/|||||||Co-Founder & CEO|
Gian|Mario Bisogno|Co-Founder & Product Designer|https://www.linkedin.com/in/gianmariobisogno/|||||||Co-Founder & Product Designer|
Gabriele|Concli|Co-Founder & Product Engineer|https://www.linkedin.com/in/therealgabryx/|||||||Co-Founder & Product Engineer|
Dario|Pedruzzi|Co-Founder & CTO|https://www.linkedin.com/in/dario-pedruzzi/|||||||Co-Founder & CTO|
Simone|Tabellini|Co-Founder|https://www.linkedin.com/in/simonetabellini-digital-marketer/|||||||Co-Founder|
Iacopo|Livia|Co-Founder|https://www.linkedin.com/in/iacopolivia/|||||||Co-Founder|
Giacomo|Mantini|Co-Founder|https://www.linkedin.com/in/giacomomantini/|||||||Co-Founder|
Pietro|Galimberti|CEO & Co-Founder|https://www.linkedin.com/in/pietro-galimberti/|||||||CEO & Co-Founder|
Enrico|Castelli|CTO & Co-Founder|https://www.linkedin.com/in/e-caste/|||||||CTO & Co-Founder|
Viola|Bonesu|COO & Co-Founder|https://www.linkedin.com/in/viola-bonesu/|||||||COO & Co-Founder|
Nicola|Comelli|Co-Founder|https://www.linkedin.com/in/nicola-comelli/|||||||Co-Founder|
Filippo|Benetti|Co-Founder & CTO|https://www.linkedin.com/in/filippo-benetti-data-analytics/|||||||Co-Founder & CTO|
Fabio|Era|Co-Founder|https://www.linkedin.com/in/fabioera/|||||||Co-Founder|
Marco|Agostini|Co-Founder & CEO|https://www.linkedin.com/in/magostinipoleepo/|||||||Co-Founder & CEO|
Marco|Cerquozzi|Co-Founder|https://www.linkedin.com/in/marco-cerquozzi-poleepo/|||||||Co-Founder|
Sandro|Borella|Co-Founder|https://www.linkedin.com/in/sandro-borella/|||||||Co-Founder|
Edoardo|Guglielmini|Co-Founder & CEO|https://www.linkedin.com/in/edoardo-guglielmini-3828b0178/|||||||Co-Founder & CEO|
Riccardo|Basso|Co-Founder & CPO|https://www.linkedin.com/in/riccardo-basso-9a2b18160/|||||||Co-Founder & CPO|
Francesco|Musso|Co-Founder & CTO|https://www.linkedin.com/in/f-musso/|||||||Co-Founder & CTO|
Davide|Fenati|Co-Founder & CEO|https://www.linkedin.com/in/davide-fenati-6b2990129/|||||||Co-Founder & CEO|
Claudine|Rollandin|Founder|https://www.linkedin.com/in/claudine-rollandin-68b70b53/|||||||Founder|
Tommaso|Poliero|Co-Founder|https://www.linkedin.com/in/tommaso-poliero-09355b18b/|||||||Co-Founder|
Matteo|Sposito|Co-Founder|https://www.linkedin.com/in/matteo-sposito-1199a1131/|||||||Co-Founder|
Stefano|Toxiri|Co-Founder & CEO|https://www.linkedin.com/in/stefanotoxiri/|||||||Co-Founder & CEO|
Lorenzo|Diaco|CEO|https://www.linkedin.com/in/lorenzodiaco/|||||||CEO|
Ciro|Esposito|CFO|https://www.linkedin.com/in/ciro-esposito-0bb413170/|||||||CFO|
Gianluca|Cocco|Founder|https://www.linkedin.com/in/gianluca-cocco-32348331/|||||||Founder|
Gaetano|de Maio|Founder|https://www.linkedin.com/in/gae-de-maio/|||||||Founder|
